Plate,Sample_name,primer,NWFSCsampleID,dilution,techRep,SampleUID,PlateNo
318,MFU-52193-987-d10-1_S82,MFU,52193-987,d10,1,MFU-52193-987-d10-1_S82_318,2.1
323,MV1-52193-987-d10-1_S82,MV1,52193-987,d10,1,MV1-52193-987-d10-1_S82_323,2.1
324,MV1-52193-987-d10-2_S1,MV1,52193-987,d10,2,MV1-52193-987-d10-2_S1_324,2.1
325,MV1-52193-987-d10-3_S1,MV1,52193-987,d10,3,MV1-52193-987-d10-3_S1_325,2.1
313,MFU-52193-991-d1-1_S8,MFU,52193-991,d1,1,MFU-52193-991-d1-1_S8_313,2.1
323,MV1-52193-991-d1-1_S4,MV1,52193-991,d1,1,MV1-52193-991-d1-1_S4_323,2.1
324,MV1-52193-991-d1-2_S8,MV1,52193-991,d1,2,MV1-52193-991-d1-2_S8_324,2.1
325,MV1-52193-991-d1-3_S8,MV1,52193-991,d1,3,MV1-52193-991-d1-3_S8_325,2.1
313,MFU-52193-993-d5-1_S41,MFU,52193-993,d5,1,MFU-52193-993-d5-1_S41_313,2.1
323,MV1-52193-993-d5-1_S29,MV1,52193-993,d5,1,MV1-52193-993-d5-1_S29_323,2.1
324,MV1-52193-993-d5-2_S41,MV1,52193-993,d5,2,MV1-52193-993-d5-2_S41_324,2.1
325,MV1-52193-993-d5-3_S41,MV1,52193-993,d5,3,MV1-52193-993-d5-3_S41_325,2.1
313,MFU-52193-997-d1-1_S20,MFU,52193-997,d1,1,MFU-52193-997-d1-1_S20_313,2.1
323,MV1-52193-997-d1-1_S14,MV1,52193-997,d1,1,MV1-52193-997-d1-1_S14_323,2.1
324,MV1-52193-997-d1-2_S20,MV1,52193-997,d1,2,MV1-52193-997-d1-2_S20_324,2.1
325,MV1-52193-997-d1-3_S20,MV1,52193-997,d1,3,MV1-52193-997-d1-3_S20_325,2.1
